experiment_id,fold,regime_name,train_rows_total,valid_rows_total,train_base_rows,train_overlap_rows,valid_base_rows,train_files,valid_files,mean_train_teacher_confidence,mean_valid_teacher_confidence,regime_distill_weight
exp_031c,1,legacy_base_recipe,528,180,528,0,180,44,15,0.9730278849601746,0.9720861911773682,0.35
exp_031c,1,light_base_recipe,528,180,528,0,180,44,15,0.9730278849601746,0.9720861911773682,0.25
