target_fold,chosen_variant,train_macro_auc,train_brier,train_ece,chosen_temperature
0,raw,0.8405188365654653,0.008813193999230862,0.006629408800656245,1.5
1,event_smooth_texture_filemax_strong,0.8369711326923691,0.009181171655654907,0.006298561545720557,1.5
2,raw,0.7881058522874393,0.008952824398875237,0.007041297243704115,1.5
