epoch,train_loss,macro_auc,scored_classes,skipped_no_positive,skipped_no_negative,valid_loss,learning_rate
1,0.012515867979482776,0.830619697648088,29,205,0,0.06372297531925142,0.0002799038105676658
2,0.011540367471996505,0.8494899255856971,29,205,0,0.06847627166037758,0.000225
3,0.010974807219631087,0.8343244140050254,29,205,0,0.07092787247772019,0.00015
4,0.010407760332977493,0.7949757915570307,29,205,0,0.07352771509128313,7.500000000000002e-05
5,0.010020264574137253,0.8252773287144703,29,205,0,0.06929018930532038,2.009618943233419e-05
6,0.009763922348473928,0.8027890811055742,29,205,0,0.07144788458632927,0.0
