epoch,train_loss,macro_auc,scored_classes,skipped_no_positive,skipped_no_negative,valid_loss,learning_rate
1,0.09659495804490162,0.7901633507202352,29,205,0,0.04403964399049679,0.0002799038105676658
2,0.0443180209949237,0.8089969275542247,29,205,0,0.04092005159084996,0.000225
3,0.03866408963789459,0.8084571633656868,29,205,0,0.040939899161458015,0.00015
4,0.03516605647296465,0.82317416048702,29,205,0,0.040398686192929745,7.500000000000002e-05
5,0.03241616088051756,0.8241915535516987,29,205,0,0.04031278596570095,2.009618943233419e-05
6,0.03221117016710654,0.8312950828021243,29,205,0,0.04034978291019797,0.0
