primary_label,auc_all,positive_rows_all,negative_rows_all,scored,mean_prob_all,auc_soundscape,positive_rows_soundscape,negative_rows_soundscape,mean_prob_soundscape,scored_soundscape,scientific_name,class_name,is_texture_taxon,auc_gap_sound_minus_all
smbani,0.9331438735075921,356,35722,True,0.009855050593614578,,0,529,0.005487730726599693,False,Crotophaga ani,Aves,False,
smbtin1,0.9076974939504353,125,35953,True,0.005448643118143082,,0,529,0.0033070375211536884,False,Crypturellus parvirostris,Aves,False,
sobcac1,0.9174777316081663,198,35880,True,0.004670442547649145,,0,529,0.001366653828881681,False,Cacicus solitarius,Aves,False,
sobtyr1,0.9345205786390504,564,35514,True,0.015013724565505981,,0,529,0.0022976340260356665,False,Camptostoma obsoletum,Aves,False,
socfly1,0.9323260739148195,572,35506,True,0.018104558810591698,,0,529,0.001672960352152586,False,Myiozetetes similis,Aves,False,
sofspi1,0.9656072327208916,511,35567,True,0.012032827362418175,,0,529,0.0014881514944136143,False,Synallaxis frontalis,Aves,False,
souant1,0.9743722339568133,179,35899,True,0.005135603714734316,,0,529,0.001056957757100463,False,Corythopis delalandi,Aves,False,
soulap1,0.9246642377606586,650,35428,True,0.017219871282577515,,0,529,0.0038062375970184803,False,Vanellus chilensis,Aves,False,
souscr1,0.9707312673852574,128,35950,True,0.0027458311524242163,,0,529,0.0006629537092521787,False,Chauna torquata,Aves,False,
spbant3,0.959943854726264,226,35852,True,0.007396257948130369,,0,529,0.0009332104818895459,False,Hypoedaleus guttatus,Aves,False,
spispi1,0.9833820248785208,246,35832,True,0.005831546615809202,,0,529,0.0009757504449225962,False,Synallaxis spixi,Aves,False,
sptnig1,0.9997874797874798,3,36075,True,3.741881300811656e-05,,0,529,3.7788209738209844e-05,False,Antiurus maculicaudus,Aves,False,
squcuc1,0.9455527668824381,451,35627,True,0.013309636153280735,,0,529,0.0030765212140977383,False,Piaya cayana,Aves,False,
stbwoo2,0.9543731374861577,248,35830,True,0.007145054172724485,,0,529,0.001331941457465291,False,Dendroplex picus,Aves,False,
strcuc1,0.9526566998989665,549,35529,True,0.016540389508008957,,0,529,0.006510607898235321,False,Tapera naevia,Aves,False,
strher2,0.9580054633939347,168,35910,True,0.005282258614897728,0.09659090909090906,1,528,0.0028093811124563217,True,Butorides striata,Aves,False,-0.8614145543030256
strowl1,0.9685971495781056,184,35894,True,0.006682318169623613,,0,529,0.005700335837900639,False,Asio clamator,Aves,False,
swthum1,0.9306647290875041,115,35963,True,0.0027709868736565113,,0,529,0.0003739078529179096,False,Eupetomena macroura,Aves,False,
swtman1,0.9504407896261711,437,35641,True,0.014095460064709187,,0,529,0.004276977851986885,False,Chiroxiphia caudata,Aves,False,
tattin1,0.9354405383153503,180,35898,True,0.006194036453962326,,0,529,0.0022161458618938923,False,Crypturellus tataupa,Aves,False,
thlwre1,0.9027816606094494,308,35770,True,0.010446181520819664,0.884469696969697,1,528,0.00432388624176383,True,Campylorhynchus turdinus,Aves,False,-0.018311963639752404
toctou1,0.9374889893377929,172,35906,True,0.004990103654563427,,0,529,0.0019228055607527494,False,Ramphastos toco,Aves,False,
trokin,0.9101220962515435,654,35424,True,0.02020389214158058,,0,529,0.004014992620795965,False,Tyrannus melancholicus,Aves,False,
trsowl,0.9815253337896509,524,35554,True,0.01405352633446455,0.6379250919117648,17,512,0.02825521118938923,True,Megascops choliba,Aves,False,-0.34360024187788607
undtin1,0.9144588933514659,547,35531,True,0.016864703968167305,0.8247241379310345,29,500,0.06280532479286194,True,Crypturellus undulatus,Aves,False,-0.08973475542043141
varant1,0.9469472156326613,335,35743,True,0.009669947437942028,,0,529,0.0020882277749478817,False,Thamnophilus caerulescens,Aves,False,
watjac1,0.9542067127449123,155,35923,True,0.005325346253812313,,0,529,0.0014814974274486303,False,Jacana jacana,Aves,False,
wesfie1,0.9742143309545609,142,35936,True,0.005199823994189501,,0,529,0.0006313364137895405,False,Pyriglena maura,Aves,False,
wfwduc1,0.9765691190021212,144,35934,True,0.004678675904870033,1.0,1,528,0.0014755617594346404,True,Dendrocygna viduata,Aves,False,0.023430880997878822
whbant2,0.9921232446150652,76,36002,True,0.00236611464060843,,0,529,0.00033337323111481965,False,Biatas nigropectus,Aves,False,
whbwar2,0.9477667972120335,297,35781,True,0.008937026374042034,,0,529,0.0017502689734101295,False,Myiothlypis leucoblephara,Aves,False,
whiwoo1,0.9688502199597167,155,35923,True,0.004688736982643604,,0,529,0.0008967692847363651,False,Melanerpes candidus,Aves,False,
whlspi1,0.982728441298759,70,36008,True,0.0024833676870912313,,0,529,0.0009135274449363351,False,Synallaxis albilora,Aves,False,
whnjay1,0.9370429075943383,117,35961,True,0.004534994717687368,,0,529,0.0007301722071133554,False,Cyanocorax cyanopogon,Aves,False,
whtdov,0.9039322254025718,968,35110,True,0.030842330306768417,0.9032994032994034,11,518,0.03164607286453247,True,Leptotila verreauxi,Aves,False,-0.0006328221031683956
whwpic1,0.9470305489650107,99,35979,True,0.003640915034338832,,0,529,0.0012467186897993088,False,Picumnus albosquamatus,Aves,False,
y00678,0.9466746464851378,193,35885,True,0.005509409122169018,,0,529,0.0011222823522984982,False,Caracara plancus,Aves,False,
yebcar,0.8831480763913063,31,36047,True,0.0004061585641466081,,0,529,9.149340621661395e-05,False,Paroaria capitata,Aves,False,
yebela1,0.9145705072981454,384,35694,True,0.010717622004449368,,0,529,0.0033502208534628153,False,Elaenia flavogaster,Aves,False,
yecmac,0.9794820695014987,50,36028,True,0.002659590682014823,,0,529,0.0003548998502083123,False,Primolius auricollis,Aves,False,
yecpar,0.8967800059650477,469,35609,True,0.01596865803003311,,0,529,0.003377478336915374,False,Brotogeris chiriri,Aves,False,
yehcar1,0.9686396388216577,82,35996,True,0.002507043769583106,,0,529,0.00019971164874732494,False,Daptrius chimachima,Aves,False,
yeofly1,0.9662396625153149,555,35523,True,0.017164500430226326,,0,529,0.003010977292433381,False,Tolmomyias sulphurescens,Aves,False,
